telegram_id,username,tickets_count
5806883599,arturzloy,570
6119724802,Paxan_durova1,570
162585207,Shlavat,570
7215559461,Slangyezzz,570
5371285873,get_west10,570
1234165165,ALLAX_PIG,570
8260109724,dvsdfa,570
6386270698,akkkord_001,550
1204663665,academiknayk,550
1108927851,vncvnbc,550
5199682459,arrinnww,550
1875695005,Doctornifario,540
706037540,MVPmaverik,540
1771531952,krackdurov,540
7240311063,aviiiwd,540
664608663,morshikk,540
5157686611,V0Koosha,540
6783863163,sfpa15,540
967908393,caxapCVV,540
6697447649,SkwyziTag,540
5237468303,extazy_dealer,540
743042731,xoka_tg,540
6545699212,Qwent_Ghost,540
7002233714,sanex_88,540
5045023016,qmguk,530
5903948064,Nsjcmw,520
5356314782,PV_mobhAm1,510
977537468,saekikes_boy,510
1825529210,straxkruto,510
818668382,myr2021,510
301564166,jiestdaq,510
1275792643,roos_ters,510
1180248070,yarek42bratyxa,510
5622576115,RAKUZA_N,510
1098984897,ka1f_ar1k,510
7001067995,Kopite234,510
6621268801,kjgffnbfdr,510
1892137469,dra1nx,510
5858135640,lol1a0,510
2054108323,chuitsvdetk66,510
569414063,Dmitriy_Muzychenko,500
5760159619,psychoblesz,500
8484008484,jeksslaa,500
5214946105,dmitriyhk,500
6516177743,ultimaskks,490
1249948472,crulf,490
5784566405,mohammadcodm,480
5113236997,OrgyChannel,480
978153481,DaryaTolstikova,480
1244573602,pubertatni,480
5129003413,AbTiN_TLG,480
7779142095,dotadwa,480
5202830746,soslan121,480
8125982104,durovKOSMOS,480
736891225,godblsdd,480
1157679004,sankabelka228,480
236847909,aimurf,480
6522323484,kkvvsqp,480
6048975433,xrimv,480
835562650,mooortem,480
6862240295,BLESSGIVE,480
999604964,patrypapa,470
5440728038,cch1b1k,470
1638887046,Analitik_Titek,460
1621858232,F0ldik,460
7068371311,ahadkitush,450
751843068,n4xyi,450
650214839,IdealDemi,450
8008285413,Hddiodjei,450
5286407531,dimsaid,450
896857183,Truiah,450
7063113440,zxcwen,450
1825711015,u787s,450
1864546709,tomas_tomorr,450
854432804,PAbloMCo,450
7813799546,adjust00,420
6510184206,SMERTNIK_MERTV,420
1664503611,qlsoslandy,420
7606868525,fffffdsssseeeecc,420
346475866,emcheetos,420
7128243117,FindShayan,420
1752037395,Krtnzzz,420
1921579896,skmle4,420
6826442112,id09891,420
2015921295,Bear870,420
6674189444,Morny2004,420
6109112138,Kakashkefob1a,420
5421810525,crikoe,400
7931665828,openforsaler,400
664102552,lildesp,390
790615972,CrepyTheCreator,390
1663012978,barzzww,390
1175335156,xax_baby,390
348509783,Markela2h,390
1257751177,MAKS00N4IK,390
8197170121,temmog,390
1385267641,K1selll,390
6164604635,,390
2136648698,Well_see1,390
1411536629,yar0slave1,390
5798497387,ReallyTwizzyRich,380
7982856795,wogxo,380
1609166224,linkerrr_official,380
1220728585,Dubotchima,370
220304044,dmitriex,360
1093553203,asapihs,360
641016266,gunplayer,360
1284370382,LekS1l,360
1132232024,rizkez4,360
1506272385,aphx2,360
1702924317,lizochkaksk,360
6400169523,wevxgwv,360
8069918483,zalokas,360
665608579,,360
1412978775,Iesorub,360
737293432,Hommma,360
482874123,kurokito,340
5847663006,Vovchik5242,340
1045346846,CryptoNikis,340
518621495,MrTitem,330
2080909187,mopcick,330
1066464196,d1vine1337,330
2090415079,w0mrks,330
1644291294,WOBOC,330
1733194251,U_S_A_U_K,330
659661273,masurii,330
2004362578,BladeTag,330
85727235,pygeorge,330
57261063,Sinicyn,330
5388796933,dannnxq,330
8097127332,topokirka,330
7865577601,qq_swag,330
1049131463,BaNdErA77vsh,330
8133446113,Rolex_Main,330
5448228406,Biznes_Capitalist,330
7633478783,Hokeeee,330
1443373044,joaia,330
5349399414,dfcjl,330
8183933428,bokwood,330
7814324285,teIIaccount,310
335363936,nelomaka,300
1043161472,BE30TBETCTBEHHOCTb,300
1634633837,moeiinahmadi,300
5398379471,tut_y_tam,300
5278920868,podbro22,300
5600612517,aggchh,300
5503931488,Mkr7848,300
6185698217,arseniy_iooo,300
1805262,itimzavadic,300
306310733,,300
7314190383,Aibore,300
1469458326,GOGA_THE_GEORGIAN,300
5747889546,zwado,300
5151719160,g1klo3r,300
752321862,drillgirl2009,300
1961298624,,300
5397195165,Goatqk,300
1094349146,jacksysX,300
638673949,HDpulse,300
5030996934,qprieu,300
383679912,wswagwswagw,300
7071099899,motreap,300
5336784008,Fanat1zm,300
6462061008,WhatsApp_kod,300
894710522,ermutka,300
7601552159,headphantom,300
930774321,GroVe999,300
1029201709,jjBooo,300
6858001595,lilcutegoat,300
7373180373,wornvxbz,300
930309009,hehskala,300
6746761332,SSS_SpaRKy5906,300
7463593778,RabaaaaAll,300
7265824806,Dismorfich,300
7563414819,Minman9,300
1981323640,eternaleva,300
728180656,twigbysoulja,300
205275389,Sq1111111,300
1134646455,pluugzzy,300
773417172,OXPAHA2004,290
5088414145,mefffistopheles,290
6234478042,Rotmans_Marllboro,290
1815048559,UIeWggabg,280
1008339530,DurovPEPEE,270
2112943291,whyska,270
6514381732,EROR9_9_9,270
786538177,dreder02,270
530739281,marckusb,270
804831422,didjey222,270
891991404,zafekekWW,270
7509306456,ivaxyeblya,270
6128185679,LiLFIash,270
7262316269,con4ch,270
5130011453,Zackidos32,270
1365874717,reslyy,270
1059810025,LordSaurons,270
1295770645,ataevanat,270
5024117069,antisociiaI,270
7322407932,Kupersmi,270
6560441507,badnemon,270
1095688462,fpibankzzz,270
757488541,hatethismf,260
7438072162,cripta_telegram,250
5222342778,Denisbezp,240
262883341,tatriarx,240
5150478601,teperponyal,240
5745574341,Shade_exam,240
678995187,Polka219,240
699809942,ai20258,240
5049733823,Gro_oza,240
2139765761,ALEKS8_8_8,240
7587730152,yg_melo,240
5064861219,qlome,240
6571731029,,240
7851923223,Affective_Void,240
1946054007,tarriwx,240
781091879,arvinemon,240
8127795300,Asas381,240
721607989,wentyylator,240
1209309240,gffffdhe,240
7377558332,giftoludik,240
1114594175,Tema_Arovv,240
421761770,Bismarck1,240
7338896314,chudesa_def,240
6889898104,ewsnt,240
6929628415,SeoParen,240
5518161963,gu4laopium,240
904073500,botfret,230
5022123281,Thats_realIy_me,220
8198846410,Ali_Binary,210
649072490,youkenir,210
7881312752,azzeg,210
764098494,PrriaM,210
5066095102,egoor1107,210
6006373574,Ratherfeelpain,210
349275290,ulises0154,210
894165749,kkk9okkk,210
981075989,ksazkxkxj,210
1794405971,absolutely_nob0dy,210
7503191704,bystomj,210
6140599356,King15179,210
1929393425,M_re_za,210
7353522473,YTKaru2101,210
1990443466,ArtemKasparyan,210
1447130113,Smartovski,210
5768284233,sandess1,210
6777004819,Muslimget,210
922432928,alsoyt,210
789948676,Kr5sh,210
1352334727,TheFIRSTYk,210
1994427118,Vladingss333,210
953140353,whywhywh4,200
1728855568,murcich69,200
1431542823,Nickolay_Gross,200
509830618,pxlnqx,200
5273198594,Dexter7072,200
713785415,sssamated,200
7677744581,Tankerlk,200
2095290688,jornbjerk,200
5220996742,PsihopatOZN,200
666702764,georgegarson,200
1865092134,madbod_77,200
981273139,Fartgengcyka,190
126443616,Skdlelelkf,190
1405583218,qf1qzzzz,190
5176347466,kulguskin20,190
1514824523,KorDiool,190
757595023,Rlster,180
319554241,mopklu,180
883860599,wauze2k,180
565295496,eryominem,180
2030158859,simix33,180
6866198181,P4_farzad,180
6262561490,ii_foad,180
5063569509,GGG296,180
6461242620,coins_send,180
5084416163,jutsusol,180
5615447073,parsawashere,180
7198022431,seriousazer,180
7456755667,Belov50,180
1051615618,Denort8777,180
1916688106,TeenClub_Love,180
8158135669,Ghalodi,180
1996309747,elikimperator,180
1581331084,Ras1st,180
6300733534,swaga_is_present,180
1560556883,kkai4ngel,180
422101943,Evgeniy8829,180
5008450522,perfectname_dis,180
931873912,makintosssh,180
558112709,TrueFuckers,180
7879265979,koloradex,180
1867772976,timondii,180
540008004,lyublyu_yanu,180
7159484911,whoismyname1,180
6808713594,SPARTA3V,180
1635440513,serezhaoduwan,180
1668142039,YO_nebydybolishe,180
5174292586,KENTHDH,180
8174170283,albetik2025,160
466675846,zalevskiy777,150
1633516282,EntranceToParadise,150
1290201309,prostoandreysuiarko,150
1570938628,great_pavell,150
1834448994,maksloh8,150
354789619,Mandarin79,150
231808550,knotai_99,150
6662740937,irina_tonso,150
6156341648,Mirzo149,150
5438098255,komaxh,150
1385762824,Shinjite_ita,150
5437098744,denysjopa,150
1233509213,MarquitosSparkly,150
7332564167,denshnl,150
1283217642,winly7036,150
1045747683,,150
892421603,niki5500,150
7602728698,graf_telega,150
5117629609,reyzzerov,150
6609534040,Factorica1,150
8154971044,amirdtji,150
5202393406,Ya_Yan2,150
227501371,fozzepe,150
7502043878,Ageork,150
5000053580,oxeomov,150
7398742683,UnDerW00,150
6306179076,SEVERv1,150
7978496013,aveanonymous,150
673226460,tumobog,150
7742234386,oleg_qz,150
476433897,medvedkooo,150
2088946081,PoluPoxer,150
5157833109,sjknen,150
1115890112,m_ariiandam,150
1398024324,Reytrill,150
5197245295,nyxoin,150
7880741392,youdrok,150
6050840730,SofterGoda,150
5977938018,levnqq,150
737173565,kistayyyyy,150
6950270764,halfbacks,150
6587626968,hell0mortal,150
1419366277,saz1xsss,150
